Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
02/2017,2/1/2017,3/1/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Prometheus Consulting","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand"
03/2017,3/1/2017,4/1/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Prometheus Consulting","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Robust Perception,Prometheus Consulting,Red Hat,Robert Koch-institut,Netapsys Grand,Debian"
04/2017,4/1/2017,5/1/2017,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian"
05/2017,5/1/2017,6/1/2017,Red Hat,"Red Hat,SoundCloud","Red Hat,SoundCloud,Robust Perception","Red Hat,SoundCloud,Robust Perception,DigitalOcean","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian","Red Hat,SoundCloud,Robust Perception,DigitalOcean,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,Debian"
06/2017,6/1/2017,7/1/2017,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,DigitalOcean","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Netapsys Grand,Robert Koch-institut,Prometheus Consulting,Debian"
07/2017,7/1/2017,8/1/2017,Robust Perception,"Robust Perception,SoundCloud","Robust Perception,SoundCloud,Red Hat","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,DigitalOcean,Debian"
08/2017,8/1/2017,9/1/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Red Hat","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting,Debian,DigitalOcean,Weaveworks"
09/2017,9/1/2017,10/1/2017,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,DigitalOcean","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian","SoundCloud,Red Hat,Robust Perception,DigitalOcean,Prometheus Consulting,Robert Koch-institut,Weaveworks,Netapsys Grand,Debian"
10/2017,10/1/2017,11/1/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Red Hat","SoundCloud,Robust Perception,Red Hat,IPB","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,IPB,DigitalOcean,Prometheus Consulting,Weaveworks,Netapsys Grand,Debian"
11/2017,11/1/2017,12/1/2017,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Red Hat","SoundCloud,Robust Perception,Red Hat,DigitalOcean","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian","SoundCloud,Robust Perception,Red Hat,DigitalOcean,Prometheus Consulting,IPB,Weaveworks,Netapsys Grand,Debian"
12/2017,12/1/2017,1/1/2018,Robust Perception,"Robust Perception,IPB","Robust Perception,IPB,SoundCloud","Robust Perception,IPB,SoundCloud,DigitalOcean","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks","Robust Perception,IPB,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Weaveworks"
01/2018,1/1/2018,2/1/2018,IPB,"IPB,Robust Perception","IPB,Robust Perception,SoundCloud","IPB,Robust Perception,SoundCloud,DigitalOcean","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks","IPB,Robust Perception,SoundCloud,DigitalOcean,Red Hat,Prometheus Consulting,Netapsys Grand,Weaveworks"
02/2018,2/1/2018,3/1/2018,Robust Perception,"Robust Perception,IPB","Robust Perception,IPB,Red Hat","Robust Perception,IPB,Red Hat,SoundCloud","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian","Robust Perception,IPB,Red Hat,SoundCloud,DigitalOcean,Netapsys Grand,Prometheus Consulting,Weaveworks,Debian"
03/2018,3/1/2018,4/1/2018,Robust Perception,"Robust Perception,IPB","Robust Perception,IPB,DigitalOcean","Robust Perception,IPB,DigitalOcean,SoundCloud","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting","Robust Perception,IPB,DigitalOcean,SoundCloud,Red Hat,Weaveworks,Prometheus Consulting"
04/2018,4/1/2018,5/1/2018,IPB,"IPB,Robust Perception","IPB,Robust Perception,DigitalOcean","IPB,Robust Perception,DigitalOcean,SoundCloud","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian","IPB,Robust Perception,DigitalOcean,SoundCloud,Red Hat,Prometheus Consulting,Debian"
Quarter from 01/2014,1/1/2014,4/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
Quarter from 04/2014,4/1/2014,7/1/2014,SoundCloud,"SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix"
Quarter from 07/2014,7/1/2014,10/1/2014,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud,SoundCloud
Quarter from 10/2014,10/1/2014,1/1/2015,SoundCloud,"SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix","SoundCloud,imgix"
Quarter from 01/2015,1/1/2015,4/1/2015,SoundCloud,"SoundCloud,Boxever","SoundCloud,Boxever,groom gbr","SoundCloud,Boxever,groom gbr,imgix","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal"
Quarter from 04/2015,4/1/2015,7/1/2015,SoundCloud,"SoundCloud,Boxever","SoundCloud,Boxever,groom gbr","SoundCloud,Boxever,groom gbr,imgix","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien","SoundCloud,Boxever,groom gbr,imgix,Emcien"
Quarter from 07/2015,7/1/2015,10/1/2015,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Robert Koch-institut","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Boxever,imgix"
Quarter from 10/2015,10/1/2015,1/1/2016,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,groom gbr","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Prometheus Consulting,Red Hat,imgix"
Quarter from 01/2016,1/1/2016,4/1/2016,SoundCloud,"SoundCloud,groom gbr","SoundCloud,groom gbr,Robust Perception","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,imgix,Netapsys Grand"
